Frequency (Hz)  Level (dB)
23.438	-42.648
46.875	-43.977
70.313	-50.941
93.750	-54.029
117.188	-57.616
140.625	-59.697
164.063	-62.427
187.500	-60.003
210.938	-50.527
234.375	-24.600
257.813	-16.660
281.250	-20.761
304.688	-45.060
328.125	-57.834
351.563	-62.652
375.000	-65.154
398.438	-63.306
421.875	-60.969
445.313	-56.283
468.750	-48.462
492.188	-26.864
515.625	-17.100
539.063	-19.402
562.500	-36.987
585.938	-52.208
609.375	-60.727
632.813	-65.537
656.250	-65.853
679.688	-64.232
703.125	-59.671
726.563	-56.678
750.000	-40.888
773.438	-28.428
796.875	-27.662
820.313	-38.555
843.750	-57.408
867.188	-65.988
890.625	-69.380
914.063	-70.195
937.500	-70.600
960.938	-70.564
984.375	-69.009
1007.813	-50.523
1031.250	-38.502
1054.688	-35.649
1078.125	-42.614
1101.563	-64.273
1125.000	-69.592
1148.438	-70.234
1171.875	-71.570
1195.313	-66.281
1218.750	-64.570
1242.188	-57.155
1265.625	-39.813
1289.063	-23.978
1312.500	-20.718
1335.938	-27.825
1359.375	-48.046
1382.813	-59.538
1406.250	-63.393
1429.688	-64.334
1453.125	-64.173
1476.563	-65.175
1500.000	-63.915
1523.438	-48.392
1546.875	-34.815
1570.313	-31.554
1593.750	-36.638
1617.188	-50.956
1640.625	-67.771
1664.063	-70.070
1687.500	-71.897
1710.938	-73.889
1734.375	-74.253
1757.813	-69.619
1781.250	-55.456
1804.688	-41.392
1828.125	-37.884
1851.563	-41.700
1875.000	-51.874
1898.438	-66.552
1921.875	-70.558
1945.313	-71.998
1968.750	-70.803
1992.188	-71.659
2015.625	-68.980
2039.063	-56.109
2062.500	-41.931
2085.938	-37.786
2109.375	-40.286
2132.813	-48.358
2156.250	-60.926
2179.688	-67.045
2203.125	-68.606
2226.563	-67.947
2250.000	-65.235
2273.438	-61.995
2296.875	-52.234
2320.313	-38.011
2343.750	-32.461
2367.188	-33.582
2390.625	-40.845
2414.063	-53.732
2437.500	-67.948
2460.938	-72.671
2484.375	-75.329
2507.813	-75.608
2531.250	-75.951
2554.688	-68.334
2578.125	-52.713
2601.563	-44.158
2625.000	-43.787
2648.438	-48.678
2671.875	-57.589
2695.313	-71.524
2718.750	-72.178
2742.188	-73.266
2765.625	-72.382
2789.063	-69.000
2812.500	-61.710
2835.938	-48.805
2859.375	-40.300
2882.813	-37.858
2906.250	-41.360
2929.688	-48.153
2953.125	-61.304
2976.563	-66.049
3000.000	-64.013
3023.438	-62.296
3046.875	-62.705
3070.313	-57.611
3093.750	-39.654
3117.188	-30.111
3140.625	-28.808
3164.063	-34.209
3187.500	-44.795
3210.938	-53.422
3234.375	-58.059
3257.813	-62.569
3281.250	-64.538
3304.688	-59.866
3328.125	-54.266
3351.563	-41.325
3375.000	-34.624
3398.438	-30.978
3421.875	-31.293
3445.313	-34.100
3468.750	-42.912
3492.188	-54.609
3515.625	-57.886
3539.063	-55.838
3562.500	-54.151
3585.938	-48.298
3609.375	-33.604
3632.813	-27.438
3656.250	-24.516
3679.688	-24.692
3703.125	-28.184
3726.563	-35.783
3750.000	-47.658
3773.438	-53.015
3796.875	-53.937
3820.313	-53.228
3843.750	-52.723
3867.188	-41.467
3890.625	-35.012
3914.063	-31.109
3937.500	-31.584
3960.938	-36.825
3984.375	-44.472
4007.813	-55.466
4031.250	-60.620
4054.688	-61.069
4078.125	-61.166
4101.563	-59.051
4125.000	-47.181
4148.438	-40.632
4171.875	-37.324
4195.313	-36.692
4218.750	-40.416
4242.188	-47.156
4265.625	-55.579
4289.063	-60.672
4312.500	-61.544
4335.938	-61.917
4359.375	-62.033
4382.813	-53.962
4406.250	-48.575
4429.688	-46.322
4453.125	-46.417
4476.563	-49.355
4500.000	-53.600
4523.438	-58.831
4546.875	-64.691
4570.313	-65.079
4593.750	-62.612
4617.188	-58.847
4640.625	-48.248
4664.063	-41.364
4687.500	-37.578
4710.938	-36.887
4734.375	-38.932
4757.813	-44.147
4781.250	-52.886
4804.688	-57.661
4828.125	-59.773
4851.563	-59.855
4875.000	-60.153
4898.438	-56.826
4921.875	-52.249
4945.313	-49.455
4968.750	-47.557
4992.188	-49.748
5015.625	-53.185
5039.063	-55.418
5062.500	-61.964
5085.938	-66.926
5109.375	-66.218
5132.813	-66.298
5156.250	-60.852
5179.688	-55.462
5203.125	-54.055
5226.563	-55.225
5250.000	-57.582
5273.438	-63.164
5296.875	-71.238
5320.313	-76.032
5343.750	-80.533
5367.188	-81.666
5390.625	-81.389
5414.063	-77.594
5437.500	-72.908
5460.938	-71.722
5484.375	-71.739
5507.813	-73.905
5531.250	-78.209
5554.688	-84.222
5578.125	-87.663
5601.563	-87.596
5625.000	-87.077
5648.438	-86.515
5671.875	-86.699
5695.313	-84.127
5718.750	-80.397
5742.188	-78.811
5765.625	-79.368
5789.063	-80.848
5812.500	-82.537
5835.938	-83.954
5859.375	-85.422
5882.813	-85.377
5906.250	-85.867
5929.688	-84.784
5953.125	-82.562
5976.563	-80.784
6000.000	-80.051
6023.438	-80.144
6046.875	-82.360
6070.313	-84.609
6093.750	-86.801
6117.188	-86.990
6140.625	-86.705
6164.063	-86.578
6187.500	-86.986
6210.938	-85.603
6234.375	-84.128
6257.813	-83.527
6281.250	-83.347
6304.688	-83.853
6328.125	-85.879
6351.563	-87.124
6375.000	-87.288
6398.438	-88.155
6421.875	-88.233
6445.313	-86.735
6468.750	-84.260
6492.188	-84.705
6515.625	-85.146
6539.063	-83.859
6562.500	-84.093
6585.938	-84.580
6609.375	-85.117
6632.813	-86.237
6656.250	-86.786
6679.688	-86.194
6703.125	-86.323
6726.563	-84.287
6750.000	-82.828
6773.438	-81.612
6796.875	-81.533
6820.313	-82.237
6843.750	-83.224
6867.188	-84.614
6890.625	-86.052
6914.063	-86.346
6937.500	-86.749
6960.938	-86.509
6984.375	-85.793
7007.813	-85.898
7031.250	-84.734
7054.688	-84.715
7078.125	-85.412
7101.563	-87.398
7125.000	-87.138
7148.438	-86.810
7171.875	-86.781
7195.313	-87.946
7218.750	-88.586
7242.188	-88.186
7265.625	-89.179
7289.063	-89.495
7312.500	-88.398
7335.938	-88.946
7359.375	-89.148
7382.813	-88.514
7406.250	-88.166
7429.688	-87.809
7453.125	-88.755
7476.563	-88.253
7500.000	-87.759
7523.438	-88.073
7546.875	-88.435
7570.313	-88.646
7593.750	-88.093
7617.188	-88.229
7640.625	-87.978
7664.063	-89.186
7687.500	-89.070
7710.938	-88.652
7734.375	-89.359
7757.813	-89.323
7781.250	-88.924
7804.688	-88.773
7828.125	-88.459
7851.563	-88.561
7875.000	-87.863
7898.438	-88.001
7921.875	-88.973
7945.313	-88.734
7968.750	-89.027
7992.188	-88.852
8015.625	-89.180
8039.063	-88.852
8062.500	-88.527
8085.938	-88.426
8109.375	-87.966
8132.813	-87.582
8156.250	-87.707
8179.688	-88.544
8203.125	-88.834
8226.563	-88.462
8250.000	-88.353
8273.438	-88.125
8296.875	-87.859
8320.313	-86.006
8343.750	-84.584
8367.188	-83.135
8390.625	-82.265
8414.063	-80.331
8437.500	-80.109
8460.938	-78.842
8484.375	-78.409
8507.813	-77.038
8531.250	-75.637
8554.688	-73.659
8578.125	-73.078
8601.563	-71.462
8625.000	-69.381
8648.438	-67.845
8671.875	-69.394
8695.313	-71.139
8718.750	-69.552
8742.188	-68.880
8765.625	-70.150
8789.063	-70.072
8812.500	-70.917
8835.938	-71.259
8859.375	-69.486
8882.813	-70.312
8906.250	-72.241
8929.688	-73.162
8953.125	-74.661
8976.563	-76.474
9000.000	-76.201
9023.438	-76.905
9046.875	-77.167
9070.313	-75.814
9093.750	-76.248
9117.188	-74.563
9140.625	-73.908
9164.063	-74.281
9187.500	-75.965
9210.938	-77.257
9234.375	-78.609
9257.813	-77.559
9281.250	-77.431
9304.688	-77.497
9328.125	-77.207
9351.563	-77.304
9375.000	-75.651
9398.438	-73.970
9421.875	-72.727
9445.313	-72.731
9468.750	-72.791
9492.188	-72.575
9515.625	-71.519
9539.063	-71.075
9562.500	-72.187
9585.938	-72.140
9609.375	-71.977
9632.813	-69.916
9656.250	-69.252
